업체명,주소,위도,경도
고려산업 주식회사,충청남도 당진시 석문면 산단7로1길 133,37.01719,126.572913
(주)동원레미콘 세종,"충청남도 공주시 반포면 반포세종로 256 ,1층",36.409402,127.26069
(주)한덕산업,충청남도 천안시 서북구 직산읍 성진로 417,36.912178,127.177165
(주)한솔,충청남도 홍성군 홍동면 광금남로 891,36.57127,126.704183
한라엔컴(ENCOM)(주)천안사업소,충청남도 아산시 배방읍 봉강천로 131,36.765611,127.088536
(주)신일레미콘,충청남도 아산시 음봉면 음봉면로30번길 110,36.846907,127.02318
현대레미콘,충청남도 부여군 석성면 금백로 166-13,36.223283,127.000576
주안레미콘(주),충청남도 계룡시 엄사면 계백로 2906-27,36.264946,127.234694
서인산업(주),충청남도 서산시 팔봉면 팔봉1로 210,36.798214,126.357434
석산레미콘(주),충청남도 당진시 순성면 대촌2길 26,36.812631,126.684461
금성레미콘(주),충청남도 논산시 성동면 산업단지로1길 85,36.222783,127.043045
삼표레미콘 주식회사 아산공장,충청남도 아산시 음봉면 음봉면로 132,36.856794,127.01743
주식회사 아산레미콘,충청남도 당진시 정미면 정미로 856-27(아산레미콘당진공장),36.897259,126.571248
한솔레미콘 주식회사,충청남도 논산시 연산면 계백송정3길 44,36.222062,127.230945
(주)삼진레미콘,충청남도 청양군 화성면 대청로 577,36.447145,126.739098
(주)대명레미콘,충청남도 공주시 이인면 금광로 238,36.342881,127.069986
유진기업(주) 천안,충청남도 천안시 동남구 풍세면 풍세로 550,36.761806,127.128755
천마레미콘(주),충청남도 홍성군 갈산면 내포로1724번길 8,36.642872,126.536336
(주)한솔산업,충청남도 아산시 신창면 학성로 89,36.784469,126.916357
(주)우림콘텍,충청남도 홍성군 갈산면 내포로1721번길 20,36.641483,126.532392
에스와이삼성레미콘 주식회사,충청남도 아산시 배방읍 배방산길 72,36.763527,127.047984
알파특수콘크리트(주),충청남도 공주시 탄천면 만마름길 273,36.315717,127.05146
주식회사 한솔알엠씨,충남 공주시 반포면 송곡로 167-3,36.405181,127.262107
성신기업 주식회사,충청남도 공주시 우성면 공수원로3-86,36.441453,127.025239
제일레미콘(주),충청남도 청양군 비봉면 록평용당로 575-20,36.508916,126.767733
고려그린믹스(주),충청남도 아산시 영인면 영인산로 459,36.856905,126.925939
석문산업(주),충청남도 당진시 석문면 산단7로4길 67 2층,37.010913,126.559942
한일산업(주)서산공장,충청남도 서산시 음암면 장나다리길 48,36.749193,126.509171
주식회사한선레미콘,충청남도 예산군 신암면 오신로 705,36.732696,126.801256
내포알엠씨(주),충청남도 홍성군 갈산면 수덕사로317번길 137-91,36.630651,126.579527
대명알엠씨 주식회사,충청남도 공주시 우성면 질마고개길 46,36.474061,127.08965
서산산업,충청남도 서산시 해미면 산수로 137-24,36.699226,126.573888
(주)인광산업,충청남도 당진시 정미면 상구실로 179,36.89101,126.588496
(주)성우레미콘,충남 금산군 추부면 대학로 251,36.196539,127.452481
대한레미콘주식회사,충청남도 부여군 석성면 왕릉로 619,36.259362,126.995715
(주)모헨즈,충청남도 천안시 동남구 풍세면 잔다리길 56,36.75489,127.121866
고려산업(주) 화성공장,경기도 화성시 팔탄면 푸른들판로 570,37.159453,126.899271
서림레미콘 주식회사,충청남도 서천군 비인면 갯벌체험로695번길 138-18(덕원레미콘),36.12532,126.607279
제일개발(주),충청남도 보령시 오천면 충청수영로 467,36.44195,126.551503
주식회사 대왕,충청남도 아산시 염치읍 아산로 645-50,36.826075,126.967852
한국레미콘(주),충청남도 논산시 벌곡면 황룡재로 358,36.209175,127.243027
한라엔컴(ENCOM)(주)당진사업소,충청남도 당진시 면천면 면천로 741-1,36.81938,126.675072
제일산업(주),충청남도 홍성군 홍북읍 충서로 2524,36.643817,126.750401
서원산업(주),충청남도 태안군 남면 안면대로 1695,36.608874,126.317495
우석종합건설(주)우석레미콘,충청남도 예산군 응봉면 충서로 25-24,36.647122,126.750512
서전산업(주),충청남도 서산시 팔봉면 서해로 2636-9,36.782327,126.38146
대호산업㈜,충청남도 서산시 대산읍 충의로 2813,36.997053,126.44523
금당레미콘 주식회사,충청남도 홍성군 구항면 충서로966번길 48,36.562493,126.653438
우전산업(주),충청남도 논산시 연산면 선비로 496,36.230978,127.18731
한일산업(주)세종공장,충청남도 공주시 차령로 2003(송선동),36.49192,127.16106
대천레미콘 주식회사,충청남도 보령시 청소면 충청수영로 283,36.431924,126.562058
(주)대성,충청남도 금산군 진산면 실학로 463,36.199649,127.358545
성진산업(주),충청남도 아산시 음봉면 연암율금로 614-13,36.883875,127.085979
한라엔컴(ENCOM)(주) 송악사업소,충청남도 당진시 송악읍 고대공단2길 385,36.97178,126.776284
조양레미콘,충청남도 홍성군 금마면 금마로 259,36.604238,126.728653
(주)대영레미콘,충청남도 금산군 추부면 서대산로 493-49,36.227313,127.496366
한동산업 주식회사,충청남도 서산시 대산읍 망일산로 64,36.928977,126.448592
(주)한준레미콘,충청남도 부여군 초촌면 응신길 260,36.284082,126.999715
부여레미콘(주),충청남도 부여군 규암면 충절로2599번길 15,36.296996,126.86756
배방레미콘 주식회사,충청남도 아산시 배방읍 고불로365번길 13,36.732142,127.048123
(주)태명실업,충청남도 천안시 동남구 동면 화복로 586-24,36.758947,127.405758
대진레미콘(주),충청남도 서천군 종천면 충서로 283,36.09924,126.655247
유강씨앤디 주식회사,충청남도 공주시 정안면 장원장자울길 11-16,36.571605,127.11723
대동산업주식회사,충청북도 영동군 황간면 영동황간로 998,36.193375,127.861639
흥진산업(주),충청북도 진천군 진천읍 상신2길 151(흥진산업(주)),36.866851,127.464918
(주)보강레미콘,충청북도 진천군 초평면 초평로 1482(동성레미콘),36.79861,127.540606
주식회사 대아레미콘,충청북도 진천군 문백면 송강로 180,36.772584,127.41409
정도산업(주),충청북도 음성군 생극면 오신로 22,37.003976,127.653594
주식회사 백두레미콘,충청북도 충주시 동량면 수회길 110,37.043057,127.949928
주식회사 성안,충청북도 음성군 덕금로 809,36.959592,127.580379
태창산업(주),충청북도 음성군 감곡면 영산로 462-1,37.096771,127.641817
중앙레미콘(주),충청북도 음성군 덕금로 1042,36.97734,127.591156
금성개발(주),충청북도 진천군 문백면 문진로 586,36.792165,127.436699
대한레미콘(주),충청북도 영동군 용산면 남부로 1332,36.277782,127.821503
(주)석진알앤에이,충청북도 음성군 음성읍 새말길 7-7,36.929096,127.721061
중앙레미콘(주),충청북도 보은군 장안면 매화구인로 315,36.467066,127.764701
주식회사 동원레미콘에이치,충청북도 청주시 서원구 남이면 시목외천로 465,36.528723,127.410121
㈜서일기업,충청북도 청주시 서원구 남이면 저산척북로 528,36.565552,127.412453
㈜서강레미콘,충청북도 진천군 이월면 월촌1안길 74-14,36.913068,127.477666
(주)충주레미콘,충청북도 충주시 대소원면 중원대로 4052,36.965454,127.85641
진성레미컨 주식회사,충청북도 청주시 청원구 내수읍 원내길 51,36.715869,127.521998
중앙개발산업(주),충청북도 보은군 장안면 매화구인로 307,36.467316,127.76334
중앙레미콘(주),충청북도 청주시 상당구 문의면 미천고은로 269-23,36.546722,127.498307
"(주)대광레미콘,아스콘",충청북도 음성군 금왕읍 초금로 457-31,36.960647,127.540133
(주)청주금성,충청북도 청주시 청원구 북이면 대율내추길 112,36.74881,127.529386
(주)하나레미콘,충청북도 충주시 산척면 수회길 343,37.057916,127.965538
대형산업(주),충청북도 진천군 문백면 문진로 258-10,36.767196,127.448282
동양레미콘(주),충청북도 청주시 흥덕구 옥산면 국사오산로 344,36.680372,127.340348
주식회사 효신레미콘,충청북도 단양군 매포읍 단양산업단지1로 178,37.012951,128.310647
한라엔컴(ENCOM)(주)음성사업소,충청북도 음성군 대소면 대동로 742,36.959147,127.50208
동진레미콘(주),충청북도 제천시 송학주천로 106 (고암동),37.174766,128.235707
(주)한일레미콘,충청북도 제천시 봉양읍 국사봉로 56,37.129353,128.102303
옥산레미콘(주),충청북도 청주시 흥덕구  옥산면 국사오산로 589-20,36.676123,127.364956
대덕레미콘(주),충청북도 영동군 심천면 금강로 3026(경용레미콘) 대덕레미콘,36.201929,127.717624
우리도시산업(주),충청북도 청주시 서원구 남이면 저산척북로 576-24,36.566635,127.417647
(주)삼덕레미콘,충청북도 단양군 매포읍 응실길 29(삼덕레미콘),37.004647,128.320368
주식회사 세종레미콘,충청북도 충주시 주덕읍 솔고개로 456,37.007948,127.771972
성원레미콘(주),충청북도 청주시 청원구 북이면 대율내추길 289-21,36.755031,127.541829
(주)한국레미콘,충북 제천시 원강저로 18(강제동),37.118272,128.224598
한일산업(주)진천공장,충청북도 진천군 이월면 이덕로 384,36.926678,127.46975
금성네트(주),충청북도 청주시 청원구 오창읍 성산2길 36,36.742726,127.422506
풍남레미콘(주),충청북도 증평군 도안면 도당리 778-1,36.807859,127.622682
(주)우덕레미콘,충청북도 단양군 가곡면 사평리 619-2,37.013841,128.384279
태화레미콘 주식회사,충청북도 청주시 흥덕구 옥산면 환희길 231-25,36.671817,127.34107
대원레미콘 주식회사,충청북도 청주시 흥덕구 강내면 부용남이길 231-29,36.576329,127.381262
(주)일양,충청북도 영동군 심천면 난계로 231-105,36.216899,127.69432
정안레미콘(주),충청북도 진천군 덕산읍 이덕로 708,36.908847,127.492276
중앙레미콘(주),충청북도 제천시 금성면 청풍호로19길 161,37.089109,128.206294
금강레미콘(자),충청북도 제천시 송학면 송학주천로2길 5,37.177932,128.239318
중앙레미콘(주),충청북도 충주시 하풍1길 36,36.93979,127.904295
그린레미콘(주),충청북도 제천시 송학면 송학로14길 37,37.180043,128.290258
㈜삼성레미콘,충청북도 음성군 삼성면 청룡로 234,37.011001,127.457223
성원레미콘(합),충청북도 제천시 송학면 송학로 119,37.178932,128.256983
(주)동원,충청북도 옥천군 군북면 옥천로 1096,36.331385,127.53225
(주)한덕,충청북도 청주시 청원구 오창읍 두릉유리로 63,36.740393,127.348402
충청산업주식회사,충청북도 충주시 앙성면 가곡로 1831,37.08094,127.833605
중앙산업(주)보은지점,충청북도 보은군 내북면 회인내북로 921,36.569442,127.649904
성원콘크리트(주),충청북도 단양군 적성면 금수산로 227,37.001897,128.29076
㈜괴산레미콘,충청북도 괴산군 문광면 괴산로 3352-19,36.78614,127.773947
(주)대영레미콘,충청북도 옥천군 군서면 성왕로 350,36.262948,127.523085
한라엔컴(ENCOM)(주)충주사업소,충청북도 충주시 주덕읍 충청대로 2308,36.961787,127.777167
부영산업(주),충청북도 진천군 광혜원면 실원리 330-9,37.004141,127.434031
(주)공단레미콘아스콘,충청북도 청주시 흥덕구 강내면 저산태성로 166,36.570662,127.35382
(주)대흥레미콘,충청북도 충주시 중앙탑면 감노로 2230,37.033224,127.838827
보은레미콘(주),충청북도 보은군 보은읍 남부로 4351-16,36.469482,127.724232
대신레미콘(주),충청북도 단양군 매포읍 영천3길 128,37.061029,128.311729
동일산업(주),충청북도 제천시 봉양읍 명암로 2,37.150934,128.125606
정안산업 주식회사,충청북도 충주시 주덕읍 당우리길 319,37.012198,127.76189
㈜창조레미콘,충북 음성군 감곡면 오향리 147-14,37.093049,127.647205
한일시멘트(주)청주공장,충청북도 청주시 흥덕구 직지대로307번길 3(향정동),36.646404,127.426701
중앙레미콘(주),충청북도 괴산군 감물면 감물로 309,36.852717,127.876159
(주) 동원레미콘 청주,충청북도 청주시 흥덕구 강내면 부용남이길 181,36.573162,127.380623
주식회사 산하레미콘,충청북도 청주시 흥덕구 강내면 저산태성로 236,36.575884,127.35407
옥천레미콘(주),충청북도 옥천군 옥천읍 삼청2길 76,36.279308,127.57758
(주)동원레미콘,충청북도 옥천군 군북면 옥천로 1106,36.330357,127.533528
